domain,file,symbol,layer,role,calls_internal,called_by_internal,delegation_depth,decision_count,statement_count,has_branching,has_persistence,has_error_handling,superset_of,chain
account,accounts_facade,AccountsFacade.__init__,L5,WRAPPER,accounts_facade_driver:get_accounts_facade_driver,email_verification:EmailVerificationError.__init__ | profile:GovernanceConfigError.__init__ | tenant_engine:QuotaExceededError.__init__,1,0,1,no,no,no,,accounts_facade.AccountsFacade.__init__ → accounts_facade_driver.get_accounts_facade_driver
account,accounts_facade,AccountsFacade.accept_invitation,L5,CANONICAL,accounts_facade_driver:AccountsFacadeDriver.fetch_invitation_by_id_and_token | accounts_facade_driver:AccountsFacadeDriver.fetch_membership | accounts_facade_driver:AccountsFacadeDriver.fetch_user_by_email | accounts_facade_driver:AccountsFacadeDriver.insert_membership | accounts_facade_driver:AccountsFacadeDriver.insert_user | accounts_facade_driver:AccountsFacadeDriver.update_invitation_accepted | accounts_facade_driver:AccountsFacadeDriver.update_invitation_expired | tenant_driver:TenantDriver.insert_membership,,1,4,12,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.fetch_invitation_by_id_and_token | accounts_facade_driver:AccountsFacadeDriver.fetch_membership | accounts_facade_driver:AccountsFacadeDriver.fetch_user_by_email | accounts_facade_driver:AccountsFacadeDriver.insert_membership | accounts_facade_driver:AccountsFacadeDriver.insert_user | accounts_facade_driver:AccountsFacadeDriver.update_invitation_accepted | accounts_facade_driver:AccountsFacadeDriver.update_invitation_expired | tenant_driver:TenantDriver.insert_membership,accounts_facade.AccountsFacade.accept_invitation → accounts_facade_driver.AccountsFacadeDriver.fetch_invitation_by_id_and_token → accounts_facade_driver.AccountsFacadeDriver.fetch_membership → accounts_facade_driver.AccountsFacadeDriver.fetch_user_by_email → ...+5
account,accounts_facade,AccountsFacade.create_support_ticket,L5,WRAPPER,accounts_facade_driver:AccountsFacadeDriver.insert_support_ticket,,1,0,2,no,no,no,,accounts_facade.AccountsFacade.create_support_ticket → accounts_facade_driver.AccountsFacadeDriver.insert_support_ticket
account,accounts_facade,AccountsFacade.get_billing_invoices,L5,SUPERSET,accounts_facade_driver:AccountsFacadeDriver.fetch_tenant_detail,,1,2,4,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.fetch_tenant_detail,accounts_facade.AccountsFacade.get_billing_invoices → accounts_facade_driver.AccountsFacadeDriver.fetch_tenant_detail
account,accounts_facade,AccountsFacade.get_billing_summary,L5,SUPERSET,accounts_facade_driver:AccountsFacadeDriver.fetch_subscription | accounts_facade_driver:AccountsFacadeDriver.fetch_tenant_detail,,1,2,4,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.fetch_subscription | accounts_facade_driver:AccountsFacadeDriver.fetch_tenant_detail,accounts_facade.AccountsFacade.get_billing_summary → accounts_facade_driver.AccountsFacadeDriver.fetch_subscription → accounts_facade_driver.AccountsFacadeDriver.fetch_tenant_detail
account,accounts_facade,AccountsFacade.get_profile,L5,ENTRY,accounts_facade_driver:AccountsFacadeDriver.fetch_profile,,1,0,2,no,no,no,,accounts_facade.AccountsFacade.get_profile → accounts_facade_driver.AccountsFacadeDriver.fetch_profile
account,accounts_facade,AccountsFacade.get_project_detail,L5,SUPERSET,accounts_facade_driver:AccountsFacadeDriver.fetch_tenant_detail,,1,2,4,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.fetch_tenant_detail,accounts_facade.AccountsFacade.get_project_detail → accounts_facade_driver.AccountsFacadeDriver.fetch_tenant_detail
account,accounts_facade,AccountsFacade.get_support_contact,L5,WRAPPER,,,0,0,1,no,no,no,,accounts_facade.AccountsFacade.get_support_contact
account,accounts_facade,AccountsFacade.get_user_detail,L5,ENTRY,accounts_facade_driver:AccountsFacadeDriver.fetch_user_detail,,1,1,3,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.fetch_user_detail,accounts_facade.AccountsFacade.get_user_detail → accounts_facade_driver.AccountsFacadeDriver.fetch_user_detail
account,accounts_facade,AccountsFacade.invite_user,L5,SUPERSET,accounts_facade_driver:AccountsFacadeDriver.fetch_invitation_by_email | accounts_facade_driver:AccountsFacadeDriver.fetch_membership | accounts_facade_driver:AccountsFacadeDriver.insert_invitation,,1,2,10,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.fetch_invitation_by_email | accounts_facade_driver:AccountsFacadeDriver.fetch_membership | accounts_facade_driver:AccountsFacadeDriver.insert_invitation,accounts_facade.AccountsFacade.invite_user → accounts_facade_driver.AccountsFacadeDriver.fetch_invitation_by_email → accounts_facade_driver.AccountsFacadeDriver.fetch_membership → accounts_facade_driver.AccountsFacadeDriver.insert_invitation
account,accounts_facade,AccountsFacade.list_invitations,L5,ENTRY,accounts_facade_driver:AccountsFacadeDriver.fetch_invitations | accounts_facade_driver:AccountsFacadeDriver.fetch_membership,,1,1,4,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.fetch_invitations | accounts_facade_driver:AccountsFacadeDriver.fetch_membership,accounts_facade.AccountsFacade.list_invitations → accounts_facade_driver.AccountsFacadeDriver.fetch_invitations → accounts_facade_driver.AccountsFacadeDriver.fetch_membership
account,accounts_facade,AccountsFacade.list_projects,L5,ENTRY,accounts_facade_driver:AccountsFacadeDriver.count_tenants | accounts_facade_driver:AccountsFacadeDriver.fetch_tenants,,1,1,6,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.count_tenants | accounts_facade_driver:AccountsFacadeDriver.fetch_tenants,accounts_facade.AccountsFacade.list_projects → accounts_facade_driver.AccountsFacadeDriver.count_tenants → accounts_facade_driver.AccountsFacadeDriver.fetch_tenants
account,accounts_facade,AccountsFacade.list_support_tickets,L5,ENTRY,accounts_facade_driver:AccountsFacadeDriver.fetch_support_tickets,,1,0,2,no,no,no,,accounts_facade.AccountsFacade.list_support_tickets → accounts_facade_driver.AccountsFacadeDriver.fetch_support_tickets
account,accounts_facade,AccountsFacade.list_tenant_users,L5,ENTRY,accounts_facade_driver:AccountsFacadeDriver.fetch_tenant_memberships,,1,0,2,no,no,no,,accounts_facade.AccountsFacade.list_tenant_users → accounts_facade_driver.AccountsFacadeDriver.fetch_tenant_memberships
account,accounts_facade,AccountsFacade.list_users,L5,SUPERSET,accounts_facade_driver:AccountsFacadeDriver.count_users | accounts_facade_driver:AccountsFacadeDriver.fetch_users,,1,2,7,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.count_users | accounts_facade_driver:AccountsFacadeDriver.fetch_users,accounts_facade.AccountsFacade.list_users → accounts_facade_driver.AccountsFacadeDriver.count_users → accounts_facade_driver.AccountsFacadeDriver.fetch_users
account,accounts_facade,AccountsFacade.remove_user,L5,SUPERSET,accounts_facade_driver:AccountsFacadeDriver.delete_membership | accounts_facade_driver:AccountsFacadeDriver.fetch_membership,,1,4,8,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.delete_membership | accounts_facade_driver:AccountsFacadeDriver.fetch_membership,accounts_facade.AccountsFacade.remove_user → accounts_facade_driver.AccountsFacadeDriver.delete_membership → accounts_facade_driver.AccountsFacadeDriver.fetch_membership
account,accounts_facade,AccountsFacade.update_profile,L5,ENTRY,accounts_facade_driver:AccountsFacadeDriver.fetch_user_by_id | accounts_facade_driver:AccountsFacadeDriver.update_user_profile | notifications_facade:NotificationsFacade.get_preferences,,2,1,4,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.fetch_user_by_id | accounts_facade_driver:AccountsFacadeDriver.update_user_profile | notifications_facade:NotificationsFacade.get_preferences,accounts_facade.AccountsFacade.update_profile → accounts_facade_driver.AccountsFacadeDriver.fetch_user_by_id → accounts_facade_driver.AccountsFacadeDriver.update_user_profile → notifications_facade.NotificationsFacade.get_preferences
account,accounts_facade,AccountsFacade.update_user_role,L5,SUPERSET,accounts_facade_driver:AccountsFacadeDriver.fetch_membership | accounts_facade_driver:AccountsFacadeDriver.fetch_membership_with_user | accounts_facade_driver:AccountsFacadeDriver.update_membership_role,,1,4,10,yes,no,no,accounts_facade_driver:AccountsFacadeDriver.fetch_membership | accounts_facade_driver:AccountsFacadeDriver.fetch_membership_with_user | accounts_facade_driver:AccountsFacadeDriver.update_membership_role,accounts_facade.AccountsFacade.update_user_role → accounts_facade_driver.AccountsFacadeDriver.fetch_membership → accounts_facade_driver.AccountsFacadeDriver.fetch_membership_with_user → accounts_facade_driver.AccountsFacadeDriver.update_membership_role
account,accounts_facade,get_accounts_facade,L5,LEAF,,,0,1,3,yes,no,no,,accounts_facade.get_accounts_facade
account,accounts_facade_driver,AccountsFacadeDriver.count_tenants,L6,LEAF,,accounts_facade:AccountsFacade.list_projects,0,1,4,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.count_tenants
account,accounts_facade_driver,AccountsFacadeDriver.count_users,L6,LEAF,,accounts_facade:AccountsFacade.list_users,0,2,5,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.count_users
account,accounts_facade_driver,AccountsFacadeDriver.delete_membership,L6,WRAPPER,,accounts_facade:AccountsFacade.remove_user,0,0,2,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.delete_membership
account,accounts_facade_driver,AccountsFacadeDriver.fetch_invitation_by_email,L6,LEAF,,accounts_facade:AccountsFacade.invite_user,0,0,3,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_invitation_by_email
account,accounts_facade_driver,AccountsFacadeDriver.fetch_invitation_by_id_and_token,L6,LEAF,,accounts_facade:AccountsFacade.accept_invitation,0,0,3,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_invitation_by_id_and_token
account,accounts_facade_driver,AccountsFacadeDriver.fetch_invitations,L6,LEAF,,accounts_facade:AccountsFacade.list_invitations,0,1,6,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_invitations
account,accounts_facade_driver,AccountsFacadeDriver.fetch_membership,L6,LEAF,,accounts_facade:AccountsFacade.accept_invitation | accounts_facade:AccountsFacade.invite_user | accounts_facade:AccountsFacade.list_invitations | accounts_facade:AccountsFacade.remove_user | accounts_facade:AccountsFacade.update_user_role,0,0,3,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_membership
account,accounts_facade_driver,AccountsFacadeDriver.fetch_membership_with_user,L6,LEAF,,accounts_facade:AccountsFacade.update_user_role,0,0,4,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_membership_with_user
account,accounts_facade_driver,AccountsFacadeDriver.fetch_profile,L6,LEAF,,accounts_facade:AccountsFacade.get_profile,0,4,8,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_profile
account,accounts_facade_driver,AccountsFacadeDriver.fetch_subscription,L6,LEAF,,accounts_facade:AccountsFacade.get_billing_summary,0,1,5,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_subscription
account,accounts_facade_driver,AccountsFacadeDriver.fetch_support_tickets,L6,LEAF,,accounts_facade:AccountsFacade.list_support_tickets,0,1,6,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_support_tickets
account,accounts_facade_driver,AccountsFacadeDriver.fetch_tenant,L6,LEAF,,,0,1,5,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_tenant
account,accounts_facade_driver,AccountsFacadeDriver.fetch_tenant_detail,L6,LEAF,,accounts_facade:AccountsFacade.get_billing_invoices | accounts_facade:AccountsFacade.get_billing_summary | accounts_facade:AccountsFacade.get_project_detail,0,1,5,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_tenant_detail
account,accounts_facade_driver,AccountsFacadeDriver.fetch_tenant_memberships,L6,LEAF,,accounts_facade:AccountsFacade.list_tenant_users,0,0,4,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_tenant_memberships
account,accounts_facade_driver,AccountsFacadeDriver.fetch_tenants,L6,LEAF,,accounts_facade:AccountsFacade.list_projects,0,1,6,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_tenants
account,accounts_facade_driver,AccountsFacadeDriver.fetch_user_by_email,L6,LEAF,,accounts_facade:AccountsFacade.accept_invitation,0,0,3,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_user_by_email
account,accounts_facade_driver,AccountsFacadeDriver.fetch_user_by_id,L6,LEAF,,accounts_facade:AccountsFacade.update_profile,0,0,3,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_user_by_id
account,accounts_facade_driver,AccountsFacadeDriver.fetch_user_detail,L6,LEAF,,accounts_facade:AccountsFacade.get_user_detail,0,1,7,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_user_detail
account,accounts_facade_driver,AccountsFacadeDriver.fetch_users,L6,LEAF,,accounts_facade:AccountsFacade.list_users,0,2,7,yes,yes,no,,accounts_facade_driver.AccountsFacadeDriver.fetch_users
account,accounts_facade_driver,AccountsFacadeDriver.insert_invitation,L6,LEAF,,accounts_facade:AccountsFacade.invite_user,0,0,5,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.insert_invitation
account,accounts_facade_driver,AccountsFacadeDriver.insert_membership,L6,LEAF,,accounts_facade:AccountsFacade.accept_invitation | tenant_engine:TenantEngine.create_membership_with_default,0,0,4,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.insert_membership
account,accounts_facade_driver,AccountsFacadeDriver.insert_support_ticket,L6,LEAF,,accounts_facade:AccountsFacade.create_support_ticket,0,0,5,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.insert_support_ticket
account,accounts_facade_driver,AccountsFacadeDriver.insert_user,L6,LEAF,,accounts_facade:AccountsFacade.accept_invitation,0,0,5,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.insert_user
account,accounts_facade_driver,AccountsFacadeDriver.update_invitation_accepted,L6,LEAF,,accounts_facade:AccountsFacade.accept_invitation,0,0,4,no,no,no,,accounts_facade_driver.AccountsFacadeDriver.update_invitation_accepted
account,accounts_facade_driver,AccountsFacadeDriver.update_invitation_expired,L6,WRAPPER,,accounts_facade:AccountsFacade.accept_invitation,0,0,1,no,no,no,,accounts_facade_driver.AccountsFacadeDriver.update_invitation_expired
account,accounts_facade_driver,AccountsFacadeDriver.update_membership_role,L6,LEAF,,accounts_facade:AccountsFacade.update_user_role,0,0,5,no,yes,no,,accounts_facade_driver.AccountsFacadeDriver.update_membership_role
account,accounts_facade_driver,AccountsFacadeDriver.update_user_profile,L6,SUPERSET,notifications_facade:NotificationsFacade.get_preferences,accounts_facade:AccountsFacade.update_profile,1,3,6,yes,no,no,notifications_facade:NotificationsFacade.get_preferences,accounts_facade_driver.AccountsFacadeDriver.update_user_profile → notifications_facade.NotificationsFacade.get_preferences
account,accounts_facade_driver,get_accounts_facade_driver,L6,LEAF,,accounts_facade:AccountsFacade.__init__,0,1,3,yes,no,no,,accounts_facade_driver.get_accounts_facade_driver
account,billing_provider,BillingProvider.get_billing_state,L5,WRAPPER,,,0,0,0,no,no,no,,billing_provider.BillingProvider.get_billing_state
account,billing_provider,BillingProvider.get_limits,L5,WRAPPER,,billing_provider:MockBillingProvider.is_limit_exceeded,0,0,0,no,no,no,,billing_provider.BillingProvider.get_limits
account,billing_provider,BillingProvider.get_plan,L5,WRAPPER,,billing_provider:MockBillingProvider.is_limit_exceeded,0,0,0,no,no,no,,billing_provider.BillingProvider.get_plan
account,billing_provider,BillingProvider.is_limit_exceeded,L5,WRAPPER,,,0,0,0,no,no,no,,billing_provider.BillingProvider.is_limit_exceeded
account,billing_provider,MockBillingProvider.__init__,L5,WRAPPER,,email_verification:EmailVerificationError.__init__ | profile:GovernanceConfigError.__init__ | tenant_engine:QuotaExceededError.__init__,0,0,2,no,no,no,,billing_provider.MockBillingProvider.__init__
account,billing_provider,MockBillingProvider.get_billing_state,L5,WRAPPER,,,0,0,1,no,no,no,,billing_provider.MockBillingProvider.get_billing_state
account,billing_provider,MockBillingProvider.get_limits,L5,WRAPPER,,billing_provider:MockBillingProvider.is_limit_exceeded,0,0,1,no,no,no,,billing_provider.MockBillingProvider.get_limits
account,billing_provider,MockBillingProvider.get_plan,L5,WRAPPER,,billing_provider:MockBillingProvider.is_limit_exceeded,0,0,1,no,no,no,,billing_provider.MockBillingProvider.get_plan
account,billing_provider,MockBillingProvider.is_limit_exceeded,L5,CANONICAL,billing_provider:BillingProvider.get_limits | billing_provider:BillingProvider.get_plan | billing_provider:MockBillingProvider.get_limits | billing_provider:MockBillingProvider.get_plan,,1,1,5,yes,no,no,billing_provider:BillingProvider.get_limits | billing_provider:BillingProvider.get_plan | billing_provider:MockBillingProvider.get_limits | billing_provider:MockBillingProvider.get_plan,billing_provider.MockBillingProvider.is_limit_exceeded → billing_provider.BillingProvider.get_limits → billing_provider.BillingProvider.get_plan → billing_provider.MockBillingProvider.get_limits → ...+1
account,billing_provider,MockBillingProvider.reset,L5,WRAPPER,,,0,0,2,no,no,no,,billing_provider.MockBillingProvider.reset
account,billing_provider,MockBillingProvider.set_billing_state,L5,WRAPPER,,,0,0,2,no,no,no,,billing_provider.MockBillingProvider.set_billing_state
account,billing_provider,MockBillingProvider.set_plan,L5,WRAPPER,,,0,0,2,no,no,no,,billing_provider.MockBillingProvider.set_plan
account,billing_provider,get_billing_provider,L5,LEAF,,,0,1,3,yes,no,no,,billing_provider.get_billing_provider
account,billing_provider,set_billing_provider,L5,WRAPPER,,,0,0,2,no,no,no,,billing_provider.set_billing_provider
account,crm_validator_engine,ValidatorService.__init__,L5,WRAPPER,,email_verification:EmailVerificationError.__init__ | profile:GovernanceConfigError.__init__ | tenant_engine:QuotaExceededError.__init__,0,0,1,no,no,no,,crm_validator_engine.ValidatorService.__init__
account,crm_validator_engine,ValidatorService._build_reason,L5,LEAF,,crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._do_validate,0,3,5,yes,no,no,,crm_validator_engine.ValidatorService._build_reason
account,crm_validator_engine,ValidatorService._calculate_confidence,L5,INTERNAL,crm_validator_engine:ValidatorService._get_capability_confidence | crm_validator_engine:ValidatorService._get_source_weight | validator_engine:ValidatorService._get_capability_confidence | validator_engine:ValidatorService._get_source_weight,crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._do_validate,1,0,5,no,no,no,,crm_validator_engine.ValidatorService._calculate_confidence → crm_validator_engine.ValidatorService._get_capability_confidence → crm_validator_engine.ValidatorService._get_source_weight → validator_engine.ValidatorService._get_capability_confidence → ...+1
account,crm_validator_engine,ValidatorService._classify_issue_type,L5,LEAF,,crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._do_validate,0,6,12,yes,no,no,,crm_validator_engine.ValidatorService._classify_issue_type
account,crm_validator_engine,ValidatorService._classify_severity,L5,LEAF,,crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._do_validate,0,6,8,yes,no,no,,crm_validator_engine.ValidatorService._classify_severity
account,crm_validator_engine,ValidatorService._create_fallback_verdict,L5,LEAF,,crm_validator_engine:ValidatorService.validate | validator_engine:ValidatorService.validate,0,0,1,no,no,no,,crm_validator_engine.ValidatorService._create_fallback_verdict
account,crm_validator_engine,ValidatorService._determine_action,L5,LEAF,,crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._do_validate,0,5,6,yes,no,no,,crm_validator_engine.ValidatorService._determine_action
account,crm_validator_engine,ValidatorService._do_validate,L5,INTERNAL,crm_validator_engine:ValidatorService._build_reason | crm_validator_engine:ValidatorService._calculate_confidence | crm_validator_engine:ValidatorService._classify_issue_type | crm_validator_engine:ValidatorService._classify_severity | crm_validator_engine:ValidatorService._determine_action | crm_validator_engine:ValidatorService._extract_capabilities | crm_validator_engine:ValidatorService._extract_text | crm_validator_engine:ValidatorService._find_severity_indicators | crm_validator_engine:ValidatorService._get_capability_confidence | crm_validator_engine:ValidatorService._get_source_weight | validator_engine:ValidatorService._build_reason | validator_engine:ValidatorService._calculate_confidence | validator_engine:ValidatorService._classify_issue_type | validator_engine:ValidatorService._classify_severity | validator_engine:ValidatorService._determine_action | validator_engine:ValidatorService._extract_capabilities | validator_engine:ValidatorService._extract_text | validator_engine:ValidatorService._find_severity_indicators | validator_engine:ValidatorService._get_capability_confidence | validator_engine:ValidatorService._get_source_weight,crm_validator_engine:ValidatorService.validate | validator_engine:ValidatorService.validate,2,0,10,no,no,no,,crm_validator_engine.ValidatorService._do_validate → crm_validator_engine.ValidatorService._build_reason → crm_validator_engine.ValidatorService._calculate_confidence → crm_validator_engine.ValidatorService._classify_issue_type → ...+17
account,crm_validator_engine,ValidatorService._extract_capabilities,L5,LEAF,,crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._do_validate,0,3,5,yes,yes,no,,crm_validator_engine.ValidatorService._extract_capabilities
account,crm_validator_engine,ValidatorService._extract_text,L5,LEAF,,crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._do_validate,0,7,7,yes,no,no,,crm_validator_engine.ValidatorService._extract_text
account,crm_validator_engine,ValidatorService._find_severity_indicators,L5,WRAPPER,,crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._do_validate,0,0,1,no,no,no,,crm_validator_engine.ValidatorService._find_severity_indicators
account,crm_validator_engine,ValidatorService._get_capability_confidence,L5,LEAF,,crm_validator_engine:ValidatorService._calculate_confidence | crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._calculate_confidence | validator_engine:ValidatorService._do_validate,0,3,4,yes,no,no,,crm_validator_engine.ValidatorService._get_capability_confidence
account,crm_validator_engine,ValidatorService._get_source_weight,L5,LEAF,,crm_validator_engine:ValidatorService._calculate_confidence | crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._calculate_confidence | validator_engine:ValidatorService._do_validate,0,0,2,no,no,no,,crm_validator_engine.ValidatorService._get_source_weight
account,crm_validator_engine,ValidatorService.validate,L5,ENTRY,crm_validator_engine:ValidatorService._create_fallback_verdict | crm_validator_engine:ValidatorService._do_validate | validator_engine:ValidatorService._create_fallback_verdict | validator_engine:ValidatorService._do_validate,,3,0,1,no,no,yes,,crm_validator_engine.ValidatorService.validate → crm_validator_engine.ValidatorService._create_fallback_verdict → crm_validator_engine.ValidatorService._do_validate → validator_engine.ValidatorService._create_fallback_verdict → ...+1
account,email_verification,EmailVerificationError.__init__,L5,WRAPPER,accounts_facade:AccountsFacade.__init__ | billing_provider:MockBillingProvider.__init__ | crm_validator_engine:ValidatorService.__init__ | email_verification:EmailVerificationService.__init__ | identity_resolver:ClerkIdentityResolver.__init__ | notifications_facade:NotificationsFacade.__init__ | profile:GovernanceConfigError.__init__ | tenant_driver:TenantDriver.__init__ | tenant_engine:QuotaExceededError.__init__ | tenant_engine:TenantEngine.__init__ | user_write_driver:UserWriteDriver.__init__ | user_write_engine:UserWriteService.__init__ | validator_engine:ValidatorService.__init__,profile:GovernanceConfigError.__init__ | tenant_engine:QuotaExceededError.__init__,4,0,3,no,no,no,,email_verification.EmailVerificationError.__init__ → accounts_facade.AccountsFacade.__init__ → billing_provider.MockBillingProvider.__init__ → crm_validator_engine.ValidatorService.__init__ → ...+10
account,email_verification,EmailVerificationService.__init__,L5,LEAF,,email_verification:EmailVerificationError.__init__ | profile:GovernanceConfigError.__init__ | tenant_engine:QuotaExceededError.__init__,0,1,2,yes,no,no,,email_verification.EmailVerificationService.__init__
account,email_verification,EmailVerificationService._attempts_key,L5,LEAF,,email_verification:EmailVerificationService.send_otp | email_verification:EmailVerificationService.verify_otp,0,0,2,no,no,no,,email_verification.EmailVerificationService._attempts_key
account,email_verification,EmailVerificationService._cooldown_key,L5,LEAF,,email_verification:EmailVerificationService.send_otp,0,0,2,no,no,no,,email_verification.EmailVerificationService._cooldown_key
account,email_verification,EmailVerificationService._generate_otp,L5,LEAF,,email_verification:EmailVerificationService.send_otp,0,0,1,no,no,no,,email_verification.EmailVerificationService._generate_otp
account,email_verification,EmailVerificationService._otp_key,L5,LEAF,,email_verification:EmailVerificationService.send_otp | email_verification:EmailVerificationService.verify_otp,0,0,2,no,no,no,,email_verification.EmailVerificationService._otp_key
account,email_verification,EmailVerificationService._send_otp_email,L5,LEAF,,email_verification:EmailVerificationService.send_otp,0,2,5,yes,no,no,,email_verification.EmailVerificationService._send_otp_email
account,email_verification,EmailVerificationService.send_otp,L5,CANONICAL,email_verification:EmailVerificationService._attempts_key | email_verification:EmailVerificationService._cooldown_key | email_verification:EmailVerificationService._generate_otp | email_verification:EmailVerificationService._otp_key | email_verification:EmailVerificationService._send_otp_email,,1,1,12,yes,no,no,email_verification:EmailVerificationService._attempts_key | email_verification:EmailVerificationService._cooldown_key | email_verification:EmailVerificationService._generate_otp | email_verification:EmailVerificationService._otp_key | email_verification:EmailVerificationService._send_otp_email,email_verification.EmailVerificationService.send_otp → email_verification.EmailVerificationService._attempts_key → email_verification.EmailVerificationService._cooldown_key → email_verification.EmailVerificationService._generate_otp → ...+2
account,email_verification,EmailVerificationService.verify_otp,L5,SUPERSET,email_verification:EmailVerificationService._attempts_key | email_verification:EmailVerificationService._otp_key,,1,3,10,yes,no,no,email_verification:EmailVerificationService._attempts_key | email_verification:EmailVerificationService._otp_key,email_verification.EmailVerificationService.verify_otp → email_verification.EmailVerificationService._attempts_key → email_verification.EmailVerificationService._otp_key
account,email_verification,get_email_verification_service,L5,LEAF,,,0,1,3,yes,no,no,,email_verification.get_email_verification_service
account,identity_resolver,APIKeyIdentityResolver.provider,L5,WRAPPER,,,0,0,1,no,no,no,,identity_resolver.APIKeyIdentityResolver.provider
account,identity_resolver,APIKeyIdentityResolver.resolve,L5,LEAF,,identity_resolver:IdentityChain.resolve,0,1,2,yes,no,no,,identity_resolver.APIKeyIdentityResolver.resolve
account,identity_resolver,ClerkIdentityResolver.__init__,L5,WRAPPER,,email_verification:EmailVerificationError.__init__ | profile:GovernanceConfigError.__init__ | tenant_engine:QuotaExceededError.__init__,0,0,2,no,no,no,,identity_resolver.ClerkIdentityResolver.__init__
account,identity_resolver,ClerkIdentityResolver.provider,L5,WRAPPER,,,0,0,1,no,no,no,,identity_resolver.ClerkIdentityResolver.provider
account,identity_resolver,ClerkIdentityResolver.resolve,L5,LEAF,,identity_resolver:IdentityChain.resolve,0,0,2,no,no,yes,,identity_resolver.ClerkIdentityResolver.resolve
account,identity_resolver,IdentityChain.resolve,L5,CANONICAL,identity_resolver:APIKeyIdentityResolver.resolve | identity_resolver:ClerkIdentityResolver.resolve | identity_resolver:IdentityResolver.resolve | identity_resolver:SystemIdentityResolver.resolve,,1,4,3,yes,no,yes,identity_resolver:APIKeyIdentityResolver.resolve | identity_resolver:ClerkIdentityResolver.resolve | identity_resolver:IdentityResolver.resolve | identity_resolver:SystemIdentityResolver.resolve,identity_resolver.IdentityChain.resolve → identity_resolver.APIKeyIdentityResolver.resolve → identity_resolver.ClerkIdentityResolver.resolve → identity_resolver.IdentityResolver.resolve → ...+1
account,identity_resolver,IdentityResolver.provider,L5,WRAPPER,,,0,0,1,no,no,no,,identity_resolver.IdentityResolver.provider
account,identity_resolver,IdentityResolver.resolve,L5,WRAPPER,,identity_resolver:IdentityChain.resolve,0,0,1,no,no,no,,identity_resolver.IdentityResolver.resolve
account,identity_resolver,SystemIdentityResolver.provider,L5,WRAPPER,,,0,0,1,no,no,no,,identity_resolver.SystemIdentityResolver.provider
account,identity_resolver,SystemIdentityResolver.resolve,L5,WRAPPER,,identity_resolver:IdentityChain.resolve,0,0,1,no,no,no,,identity_resolver.SystemIdentityResolver.resolve
account,identity_resolver,create_default_identity_chain,L5,LEAF,,,0,0,1,no,no,no,,identity_resolver.create_default_identity_chain
account,notifications_facade,ChannelInfo.to_dict,L5,WRAPPER,,profile:load_governance_config,0,0,1,no,no,no,,notifications_facade.ChannelInfo.to_dict
account,notifications_facade,NotificationInfo.to_dict,L5,WRAPPER,,profile:load_governance_config,0,0,1,no,no,no,,notifications_facade.NotificationInfo.to_dict
