domain,file,symbol,layer,role,calls_internal,called_by_internal,delegation_depth,decision_count,statement_count,has_branching,has_persistence,has_error_handling,superset_of,chain
analytics,cost_anomaly_detector,CostAnomalyDetector.detect_all,L5,INTERNAL,cost_anomaly_detector:CostAnomalyDetector.detect_absolute_spikes | cost_anomaly_detector:CostAnomalyDetector.detect_budget_issues | cost_anomaly_detector:CostAnomalyDetector.detect_sustained_drift,cost_anomaly_detector:run_anomaly_detection,4,0,8,no,no,no,,cost_anomaly_detector.CostAnomalyDetector.detect_all → cost_anomaly_detector.CostAnomalyDetector.detect_absolute_spikes → cost_anomaly_detector.CostAnomalyDetector.detect_budget_issues → cost_anomaly_detector.CostAnomalyDetector.detect_sustained_drift
analytics,cost_anomaly_detector,CostAnomalyDetector.detect_budget_issues,L5,SUPERSET,cost_anomaly_detector:CostAnomalyDetector._check_budget_threshold | cost_anomaly_driver:CostAnomalyDriver.fetch_daily_spend | cost_anomaly_driver:CostAnomalyDriver.fetch_monthly_spend,cost_anomaly_detector:CostAnomalyDetector.detect_all,1,4,6,yes,no,no,cost_anomaly_detector:CostAnomalyDetector._check_budget_threshold | cost_anomaly_driver:CostAnomalyDriver.fetch_daily_spend | cost_anomaly_driver:CostAnomalyDriver.fetch_monthly_spend,cost_anomaly_detector.CostAnomalyDetector.detect_budget_issues → cost_anomaly_detector.CostAnomalyDetector._check_budget_threshold → cost_anomaly_driver.CostAnomalyDriver.fetch_daily_spend → cost_anomaly_driver.CostAnomalyDriver.fetch_monthly_spend
analytics,cost_anomaly_detector,CostAnomalyDetector.detect_sustained_drift,L5,CANONICAL,cost_anomaly_detector:CostAnomalyDetector._derive_cause | cost_anomaly_detector:CostAnomalyDetector._reset_drift_tracking | cost_anomaly_detector:CostAnomalyDetector._update_drift_tracking | cost_anomaly_detector:classify_severity | cost_anomaly_driver:CostAnomalyDriver.fetch_baseline_avg | cost_anomaly_driver:CostAnomalyDriver.fetch_rolling_avg,cost_anomaly_detector:CostAnomalyDetector.detect_all,2,3,12,yes,no,no,cost_anomaly_detector:CostAnomalyDetector._derive_cause | cost_anomaly_detector:CostAnomalyDetector._reset_drift_tracking | cost_anomaly_detector:CostAnomalyDetector._update_drift_tracking | cost_anomaly_detector:classify_severity | cost_anomaly_driver:CostAnomalyDriver.fetch_baseline_avg | cost_anomaly_driver:CostAnomalyDriver.fetch_rolling_avg,cost_anomaly_detector.CostAnomalyDetector.detect_sustained_drift → cost_anomaly_detector.CostAnomalyDetector._derive_cause → cost_anomaly_detector.CostAnomalyDetector._reset_drift_tracking → cost_anomaly_detector.CostAnomalyDetector._update_drift_tracking → ...+3
analytics,cost_anomaly_detector,CostAnomalyDetector.persist_anomalies,L5,LEAF,,cost_anomaly_detector:run_anomaly_detection,0,1,6,yes,yes,no,,cost_anomaly_detector.CostAnomalyDetector.persist_anomalies
analytics,cost_anomaly_detector,classify_severity,L5,LEAF,,cost_anomaly_detector:CostAnomalyDetector._detect_entity_spikes | cost_anomaly_detector:CostAnomalyDetector._detect_tenant_spike | cost_anomaly_detector:CostAnomalyDetector.detect_sustained_drift,0,3,1,yes,no,no,,cost_anomaly_detector.classify_severity
analytics,cost_anomaly_detector,run_anomaly_detection,L5,INTERNAL,cost_anomaly_detector:CostAnomalyDetector.detect_all | cost_anomaly_detector:CostAnomalyDetector.persist_anomalies,cost_anomaly_detector:run_anomaly_detection_with_facts,5,1,6,yes,no,no,cost_anomaly_detector:CostAnomalyDetector.detect_all | cost_anomaly_detector:CostAnomalyDetector.persist_anomalies,cost_anomaly_detector.run_anomaly_detection → cost_anomaly_detector.CostAnomalyDetector.detect_all → cost_anomaly_detector.CostAnomalyDetector.persist_anomalies
analytics,cost_anomaly_detector,run_anomaly_detection_with_facts,L5,INTERNAL,cost_anomaly_detector:run_anomaly_detection,cost_anomaly_detector:run_anomaly_detection_with_governance,6,1,7,yes,no,no,cost_anomaly_detector:run_anomaly_detection,cost_anomaly_detector.run_anomaly_detection_with_facts → cost_anomaly_detector.run_anomaly_detection
analytics,cost_anomaly_detector,run_anomaly_detection_with_governance,L5,SUPERSET,cost_anomaly_detector:run_anomaly_detection_with_facts,detection_facade:DetectionFacade._run_cost_detection,7,2,7,yes,no,no,cost_anomaly_detector:run_anomaly_detection_with_facts,cost_anomaly_detector.run_anomaly_detection_with_governance → cost_anomaly_detector.run_anomaly_detection_with_facts
analytics,cost_anomaly_driver,CostAnomalyDriver.__init__,L6,WRAPPER,,coordinator:CoordinationError.__init__ | envelope:EnvelopeValidationError.__init__,0,0,1,no,no,no,,cost_anomaly_driver.CostAnomalyDriver.__init__
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_baseline_avg,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector.detect_sustained_drift,0,0,3,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_baseline_avg
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_breach_exists_today,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._record_breach_and_get_consecutive_count,0,0,2,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_breach_exists_today
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_consecutive_breaches,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._record_breach_and_get_consecutive_count,0,0,3,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_consecutive_breaches
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_daily_spend,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector.detect_budget_issues,0,2,6,yes,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_daily_spend
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_drift_tracking,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._update_drift_tracking,0,0,3,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_drift_tracking
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_entity_baseline,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._detect_entity_spikes,0,0,2,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_entity_baseline
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_entity_today_spend,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._detect_entity_spikes,0,0,2,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_entity_today_spend
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_feature_concentration,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._derive_cause,0,0,3,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_feature_concentration
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_monthly_spend,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector.detect_budget_issues,0,2,6,yes,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_monthly_spend
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_prompt_comparison,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._derive_cause,0,2,6,yes,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_prompt_comparison
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_request_comparison,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._derive_cause,0,2,6,yes,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_request_comparison
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_retry_comparison,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._derive_cause,0,2,6,yes,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_retry_comparison
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_rolling_avg,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector.detect_sustained_drift,0,0,3,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_rolling_avg
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_tenant_baseline,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._detect_tenant_spike,0,0,3,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_tenant_baseline
analytics,cost_anomaly_driver,CostAnomalyDriver.fetch_tenant_today_spend,L6,LEAF,,cost_anomaly_detector:CostAnomalyDetector._detect_tenant_spike,0,0,3,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.fetch_tenant_today_spend
analytics,cost_anomaly_driver,CostAnomalyDriver.insert_breach_history,L6,WRAPPER,,cost_anomaly_detector:CostAnomalyDetector._record_breach_and_get_consecutive_count,0,0,1,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.insert_breach_history
analytics,cost_anomaly_driver,CostAnomalyDriver.insert_drift_tracking,L6,WRAPPER,,cost_anomaly_detector:CostAnomalyDetector._update_drift_tracking,0,0,1,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.insert_drift_tracking
analytics,cost_anomaly_driver,CostAnomalyDriver.reset_drift_tracking,L6,WRAPPER,,cost_anomaly_detector:CostAnomalyDetector._reset_drift_tracking,0,0,1,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.reset_drift_tracking
analytics,cost_anomaly_driver,CostAnomalyDriver.update_drift_tracking,L6,WRAPPER,,cost_anomaly_detector:CostAnomalyDetector._update_drift_tracking,0,0,1,no,yes,no,,cost_anomaly_driver.CostAnomalyDriver.update_drift_tracking
analytics,cost_anomaly_driver,get_cost_anomaly_driver,L6,WRAPPER,,cost_anomaly_detector:CostAnomalyDetector.__init__,0,0,1,no,no,no,,cost_anomaly_driver.get_cost_anomaly_driver
analytics,cost_model_engine,calculate_cumulative_risk,L5,LEAF,,,0,0,3,no,no,no,,cost_model_engine.calculate_cumulative_risk
analytics,cost_model_engine,check_feasibility,L5,LEAF,,,0,3,7,yes,no,no,,cost_model_engine.check_feasibility
analytics,cost_model_engine,classify_drift,L5,LEAF,,,0,3,10,yes,no,no,,cost_model_engine.classify_drift
analytics,cost_model_engine,estimate_step_cost,L5,CANONICAL,cost_model_engine:get_skill_coefficients,,1,12,7,yes,no,no,cost_model_engine:get_skill_coefficients,cost_model_engine.estimate_step_cost → cost_model_engine.get_skill_coefficients
analytics,cost_model_engine,get_skill_coefficients,L5,WRAPPER,,cost_model_engine:estimate_step_cost,0,0,1,no,no,no,,cost_model_engine.get_skill_coefficients
analytics,cost_model_engine,is_significant_risk,L5,WRAPPER,,,0,0,1,no,no,no,,cost_model_engine.is_significant_risk
analytics,cost_snapshot_schemas,CostSnapshot.create,L5,LEAF,,cost_snapshots:SnapshotComputer._compute_snapshot,0,0,2,no,no,no,,cost_snapshot_schemas.CostSnapshot.create
analytics,cost_snapshot_schemas,CostSnapshot.to_dict,L5,LEAF,,canary:CanaryRunner._save_artifacts | datasets:DatasetValidator.list_datasets | provenance:ProvenanceLogger._write_to_file | provenance_async:query_provenance,0,0,1,no,no,no,,cost_snapshot_schemas.CostSnapshot.to_dict
analytics,cost_snapshot_schemas,SnapshotAggregate.create,L5,LEAF,,cost_snapshots:SnapshotComputer._aggregate_cost_records,0,0,5,no,no,no,,cost_snapshot_schemas.SnapshotAggregate.create
analytics,cost_snapshot_schemas,SnapshotBaseline.create,L5,LEAF,,cost_snapshots:BaselineComputer.compute_baselines,0,0,4,no,no,no,,cost_snapshot_schemas.SnapshotBaseline.create
analytics,cost_snapshots,BaselineComputer.__init__,L5,WRAPPER,,coordinator:CoordinationError.__init__ | envelope:EnvelopeValidationError.__init__,0,0,1,no,no,no,,cost_snapshots.BaselineComputer.__init__
analytics,cost_snapshots,BaselineComputer._insert_baseline,L5,LEAF,,cost_snapshots:BaselineComputer.compute_baselines,0,0,2,no,yes,no,,cost_snapshots.BaselineComputer._insert_baseline
analytics,cost_snapshots,BaselineComputer.compute_baselines,L5,INTERNAL,cost_snapshot_schemas:SnapshotBaseline.create | cost_snapshots:BaselineComputer._insert_baseline,cost_snapshots:run_daily_snapshot_and_baseline_job,1,0,6,no,yes,no,,cost_snapshots.BaselineComputer.compute_baselines → cost_snapshot_schemas.SnapshotBaseline.create → cost_snapshots.BaselineComputer._insert_baseline
analytics,cost_snapshots,SnapshotAnomalyDetector.__init__,L5,WRAPPER,,coordinator:CoordinationError.__init__ | envelope:EnvelopeValidationError.__init__,0,0,1,no,no,no,,cost_snapshots.SnapshotAnomalyDetector.__init__
analytics,cost_snapshots,SnapshotAnomalyDetector._create_anomaly_from_evaluation,L5,LEAF,,cost_snapshots:SnapshotAnomalyDetector.evaluate_snapshot,0,0,7,no,yes,no,,cost_snapshots.SnapshotAnomalyDetector._create_anomaly_from_evaluation
analytics,cost_snapshots,SnapshotAnomalyDetector._get_snapshot,L5,LEAF,,cost_snapshots:SnapshotAnomalyDetector.evaluate_snapshot,0,1,5,yes,yes,no,,cost_snapshots.SnapshotAnomalyDetector._get_snapshot
analytics,cost_snapshots,SnapshotAnomalyDetector._insert_evaluation,L5,LEAF,,cost_snapshots:SnapshotAnomalyDetector.evaluate_snapshot,0,0,2,no,yes,no,,cost_snapshots.SnapshotAnomalyDetector._insert_evaluation
analytics,cost_snapshots,SnapshotAnomalyDetector.evaluate_snapshot,L5,CANONICAL,cost_snapshots:SnapshotAnomalyDetector._create_anomaly_from_evaluation | cost_snapshots:SnapshotAnomalyDetector._get_snapshot | cost_snapshots:SnapshotAnomalyDetector._insert_evaluation,cost_snapshots:run_daily_snapshot_and_baseline_job,1,6,7,yes,yes,no,cost_snapshots:SnapshotAnomalyDetector._create_anomaly_from_evaluation | cost_snapshots:SnapshotAnomalyDetector._get_snapshot | cost_snapshots:SnapshotAnomalyDetector._insert_evaluation,cost_snapshots.SnapshotAnomalyDetector.evaluate_snapshot → cost_snapshots.SnapshotAnomalyDetector._create_anomaly_from_evaluation → cost_snapshots.SnapshotAnomalyDetector._get_snapshot → cost_snapshots.SnapshotAnomalyDetector._insert_evaluation
analytics,cost_snapshots,SnapshotComputer.__init__,L5,WRAPPER,,coordinator:CoordinationError.__init__ | envelope:EnvelopeValidationError.__init__,0,0,1,no,no,no,,cost_snapshots.SnapshotComputer.__init__
analytics,cost_snapshots,SnapshotComputer._aggregate_cost_records,L5,INTERNAL,cost_snapshot_schemas:SnapshotAggregate.create,cost_snapshots:SnapshotComputer._compute_snapshot,1,1,15,yes,yes,no,cost_snapshot_schemas:SnapshotAggregate.create,cost_snapshots.SnapshotComputer._aggregate_cost_records → cost_snapshot_schemas.SnapshotAggregate.create
analytics,cost_snapshots,SnapshotComputer._compute_snapshot,L5,SUPERSET,cost_snapshot_schemas:CostSnapshot.create | cost_snapshots:SnapshotComputer._aggregate_cost_records | cost_snapshots:SnapshotComputer._get_current_baseline | cost_snapshots:SnapshotComputer._insert_aggregate | cost_snapshots:SnapshotComputer._insert_snapshot | cost_snapshots:SnapshotComputer._update_snapshot,cost_snapshots:SnapshotComputer.compute_daily_snapshot | cost_snapshots:SnapshotComputer.compute_hourly_snapshot,2,2,6,yes,no,yes,cost_snapshot_schemas:CostSnapshot.create | cost_snapshots:SnapshotComputer._aggregate_cost_records | cost_snapshots:SnapshotComputer._get_current_baseline | cost_snapshots:SnapshotComputer._insert_aggregate | cost_snapshots:SnapshotComputer._insert_snapshot | cost_snapshots:SnapshotComputer._update_snapshot,cost_snapshots.SnapshotComputer._compute_snapshot → cost_snapshot_schemas.CostSnapshot.create → cost_snapshots.SnapshotComputer._aggregate_cost_records → cost_snapshots.SnapshotComputer._get_current_baseline → ...+3
analytics,cost_snapshots,SnapshotComputer._get_current_baseline,L5,LEAF,,cost_snapshots:SnapshotComputer._compute_snapshot,0,1,5,yes,yes,no,,cost_snapshots.SnapshotComputer._get_current_baseline
analytics,cost_snapshots,SnapshotComputer._insert_aggregate,L5,LEAF,,cost_snapshots:SnapshotComputer._compute_snapshot,0,0,2,no,yes,no,,cost_snapshots.SnapshotComputer._insert_aggregate
analytics,cost_snapshots,SnapshotComputer._insert_snapshot,L5,LEAF,,cost_snapshots:SnapshotComputer._compute_snapshot,0,0,2,no,yes,no,,cost_snapshots.SnapshotComputer._insert_snapshot
analytics,cost_snapshots,SnapshotComputer._update_snapshot,L5,LEAF,,cost_snapshots:SnapshotComputer._compute_snapshot,0,0,2,no,yes,no,,cost_snapshots.SnapshotComputer._update_snapshot
analytics,cost_snapshots,SnapshotComputer.compute_daily_snapshot,L5,INTERNAL,cost_snapshots:SnapshotComputer._compute_snapshot,cost_snapshots:run_daily_snapshot_and_baseline_job,3,1,4,yes,no,no,cost_snapshots:SnapshotComputer._compute_snapshot,cost_snapshots.SnapshotComputer.compute_daily_snapshot → cost_snapshots.SnapshotComputer._compute_snapshot
analytics,cost_snapshots,SnapshotComputer.compute_hourly_snapshot,L5,INTERNAL,cost_snapshots:SnapshotComputer._compute_snapshot,cost_snapshots:run_hourly_snapshot_job,3,1,4,yes,no,no,cost_snapshots:SnapshotComputer._compute_snapshot,cost_snapshots.SnapshotComputer.compute_hourly_snapshot → cost_snapshots.SnapshotComputer._compute_snapshot
analytics,cost_snapshots,run_daily_snapshot_and_baseline_job,L5,ENTRY,cost_snapshots:BaselineComputer.compute_baselines | cost_snapshots:SnapshotAnomalyDetector.evaluate_snapshot | cost_snapshots:SnapshotComputer.compute_daily_snapshot,,4,1,6,yes,no,no,cost_snapshots:BaselineComputer.compute_baselines | cost_snapshots:SnapshotAnomalyDetector.evaluate_snapshot | cost_snapshots:SnapshotComputer.compute_daily_snapshot,cost_snapshots.run_daily_snapshot_and_baseline_job → cost_snapshots.BaselineComputer.compute_baselines → cost_snapshots.SnapshotAnomalyDetector.evaluate_snapshot → cost_snapshots.SnapshotComputer.compute_daily_snapshot
analytics,cost_snapshots,run_hourly_snapshot_job,L5,ENTRY,cost_snapshots:SnapshotComputer.compute_hourly_snapshot,,4,1,4,yes,no,yes,cost_snapshots:SnapshotComputer.compute_hourly_snapshot,cost_snapshots.run_hourly_snapshot_job → cost_snapshots.SnapshotComputer.compute_hourly_snapshot
analytics,cost_write_driver,CostWriteDriver.__init__,L6,WRAPPER,,coordinator:CoordinationError.__init__ | envelope:EnvelopeValidationError.__init__,0,0,1,no,no,no,,cost_write_driver.CostWriteDriver.__init__
analytics,cost_write_driver,CostWriteDriver.create_cost_record,L6,WRAPPER,,cost_write_engine:CostWriteService.create_cost_record,0,0,3,no,yes,no,,cost_write_driver.CostWriteDriver.create_cost_record
analytics,cost_write_driver,CostWriteDriver.create_feature_tag,L6,LEAF,,cost_write_engine:CostWriteService.create_feature_tag,0,0,5,no,yes,no,,cost_write_driver.CostWriteDriver.create_feature_tag
analytics,cost_write_driver,CostWriteDriver.create_or_update_budget,L6,LEAF,,cost_write_engine:CostWriteService.create_or_update_budget,0,1,4,yes,yes,no,,cost_write_driver.CostWriteDriver.create_or_update_budget
analytics,cost_write_driver,CostWriteDriver.update_feature_tag,L6,LEAF,,cost_write_engine:CostWriteService.update_feature_tag,0,4,9,yes,yes,no,,cost_write_driver.CostWriteDriver.update_feature_tag
analytics,cost_write_driver,get_cost_write_driver,L6,WRAPPER,,cost_write_engine:CostWriteService.__init__,0,0,1,no,no,no,,cost_write_driver.get_cost_write_driver
analytics,cost_write_engine,CostWriteService.__init__,L5,WRAPPER,cost_write_driver:get_cost_write_driver,coordinator:CoordinationError.__init__ | envelope:EnvelopeValidationError.__init__,1,0,1,no,no,no,,cost_write_engine.CostWriteService.__init__ → cost_write_driver.get_cost_write_driver
analytics,cost_write_engine,CostWriteService.create_cost_record,L5,WRAPPER,cost_write_driver:CostWriteDriver.create_cost_record,,1,0,1,no,no,no,,cost_write_engine.CostWriteService.create_cost_record → cost_write_driver.CostWriteDriver.create_cost_record
analytics,cost_write_engine,CostWriteService.create_feature_tag,L5,WRAPPER,cost_write_driver:CostWriteDriver.create_feature_tag,,1,0,1,no,no,no,,cost_write_engine.CostWriteService.create_feature_tag → cost_write_driver.CostWriteDriver.create_feature_tag
analytics,cost_write_engine,CostWriteService.create_or_update_budget,L5,WRAPPER,cost_write_driver:CostWriteDriver.create_or_update_budget,,1,0,1,no,no,no,,cost_write_engine.CostWriteService.create_or_update_budget → cost_write_driver.CostWriteDriver.create_or_update_budget
analytics,cost_write_engine,CostWriteService.update_feature_tag,L5,WRAPPER,cost_write_driver:CostWriteDriver.update_feature_tag,,1,0,1,no,no,no,,cost_write_engine.CostWriteService.update_feature_tag → cost_write_driver.CostWriteDriver.update_feature_tag
analytics,costsim_models,CanaryReport.to_dict,L5,WRAPPER,,canary:CanaryRunner._save_artifacts | datasets:DatasetValidator.list_datasets | provenance:ProvenanceLogger._write_to_file | provenance_async:query_provenance,0,0,1,no,no,no,,costsim_models.CanaryReport.to_dict
analytics,costsim_models,ComparisonResult.to_dict,L5,WRAPPER,,canary:CanaryRunner._save_artifacts | datasets:DatasetValidator.list_datasets | provenance:ProvenanceLogger._write_to_file | provenance_async:query_provenance,0,0,1,no,no,no,,costsim_models.ComparisonResult.to_dict
analytics,costsim_models,DiffResult.to_dict,L5,WRAPPER,,canary:CanaryRunner._save_artifacts | datasets:DatasetValidator.list_datasets | provenance:ProvenanceLogger._write_to_file | provenance_async:query_provenance,0,0,1,no,no,no,,costsim_models.DiffResult.to_dict
analytics,costsim_models,DivergenceReport.to_dict,L5,WRAPPER,,canary:CanaryRunner._save_artifacts | datasets:DatasetValidator.list_datasets | provenance:ProvenanceLogger._write_to_file | provenance_async:query_provenance,0,0,1,no,no,no,,costsim_models.DivergenceReport.to_dict
analytics,costsim_models,V2SimulationResult.compute_output_hash,L5,LEAF,,canary:CanaryRunner._run_single,0,0,3,no,no,no,,costsim_models.V2SimulationResult.compute_output_hash
analytics,costsim_models,V2SimulationResult.to_dict,L5,WRAPPER,,canary:CanaryRunner._save_artifacts | datasets:DatasetValidator.list_datasets | provenance:ProvenanceLogger._write_to_file | provenance_async:query_provenance,0,0,1,no,no,no,,costsim_models.V2SimulationResult.to_dict
analytics,costsim_models,ValidationResult.to_dict,L5,WRAPPER,,canary:CanaryRunner._save_artifacts | datasets:DatasetValidator.list_datasets | provenance:ProvenanceLogger._write_to_file | provenance_async:query_provenance,0,0,1,no,no,no,,costsim_models.ValidationResult.to_dict
analytics,datasets,DatasetValidator.__init__,L5,WRAPPER,datasets:DatasetValidator._build_datasets,coordinator:CoordinationError.__init__ | envelope:EnvelopeValidationError.__init__,2,0,1,no,no,no,,datasets.DatasetValidator.__init__ → datasets.DatasetValidator._build_datasets
analytics,datasets,DatasetValidator._build_datasets,L5,INTERNAL,datasets:DatasetValidator._build_high_variance_dataset | datasets:DatasetValidator._build_historical_dataset | datasets:DatasetValidator._build_low_variance_dataset | datasets:DatasetValidator._build_mixed_city_dataset | datasets:DatasetValidator._build_noise_injected_dataset,datasets:DatasetValidator.__init__,1,0,1,no,no,no,,datasets.DatasetValidator._build_datasets → datasets.DatasetValidator._build_high_variance_dataset → datasets.DatasetValidator._build_historical_dataset → datasets.DatasetValidator._build_low_variance_dataset → ...+2
analytics,datasets,DatasetValidator._build_high_variance_dataset,L5,LEAF,,datasets:DatasetValidator._build_datasets,0,2,6,yes,no,no,,datasets.DatasetValidator._build_high_variance_dataset
analytics,datasets,DatasetValidator._build_historical_dataset,L5,LEAF,,datasets:DatasetValidator._build_datasets,0,0,7,no,no,no,,datasets.DatasetValidator._build_historical_dataset
analytics,datasets,DatasetValidator._build_low_variance_dataset,L5,LEAF,,datasets:DatasetValidator._build_datasets,0,0,6,no,no,no,,datasets.DatasetValidator._build_low_variance_dataset
analytics,datasets,DatasetValidator._build_mixed_city_dataset,L5,LEAF,,datasets:DatasetValidator._build_datasets,0,0,6,no,no,no,,datasets.DatasetValidator._build_mixed_city_dataset
analytics,datasets,DatasetValidator._build_noise_injected_dataset,L5,LEAF,,datasets:DatasetValidator._build_datasets,0,0,10,no,no,no,,datasets.DatasetValidator._build_noise_injected_dataset
analytics,datasets,DatasetValidator._calculate_drift_score,L5,LEAF,,datasets:DatasetValidator.validate_dataset,0,0,6,no,no,no,,datasets.DatasetValidator._calculate_drift_score
analytics,datasets,DatasetValidator.get_dataset,L5,WRAPPER,,,0,0,1,no,no,no,,datasets.DatasetValidator.get_dataset
analytics,datasets,DatasetValidator.list_datasets,L5,WRAPPER,cost_snapshot_schemas:CostSnapshot.to_dict | costsim_models:CanaryReport.to_dict | costsim_models:ComparisonResult.to_dict | costsim_models:DiffResult.to_dict | costsim_models:DivergenceReport.to_dict | costsim_models:V2SimulationResult.to_dict | costsim_models:ValidationResult.to_dict | datasets:ReferenceDataset.to_dict | detection_facade:AnomalyInfo.to_dict | detection_facade:DetectionResult.to_dict | detection_facade:DetectionStatusInfo.to_dict | provenance:ProvenanceLog.to_dict,,1,0,1,no,no,no,,datasets.DatasetValidator.list_datasets → cost_snapshot_schemas.CostSnapshot.to_dict → costsim_models.CanaryReport.to_dict → costsim_models.ComparisonResult.to_dict → ...+9
analytics,datasets,DatasetValidator.validate_all,L5,INTERNAL,datasets:DatasetValidator.validate_dataset | datasets:validate_dataset,datasets:validate_all_datasets,6,0,3,no,no,no,,datasets.DatasetValidator.validate_all → datasets.DatasetValidator.validate_dataset → datasets.validate_dataset
analytics,datasets,DatasetValidator.validate_dataset,L5,CANONICAL,datasets:DatasetValidator._calculate_drift_score | sandbox:CostSimSandbox.simulate,datasets:DatasetValidator.validate_all | datasets:validate_dataset,4,7,12,yes,no,yes,datasets:DatasetValidator._calculate_drift_score | sandbox:CostSimSandbox.simulate,datasets.DatasetValidator.validate_dataset → datasets.DatasetValidator._calculate_drift_score → sandbox.CostSimSandbox.simulate
analytics,datasets,ReferenceDataset.to_dict,L5,WRAPPER,,canary:CanaryRunner._save_artifacts | datasets:DatasetValidator.list_datasets | provenance:ProvenanceLogger._write_to_file | provenance_async:query_provenance,0,0,1,no,no,no,,datasets.ReferenceDataset.to_dict
analytics,datasets,get_dataset_validator,L5,LEAF,,datasets:validate_all_datasets | datasets:validate_dataset,0,1,3,yes,no,no,,datasets.get_dataset_validator
analytics,datasets,validate_all_datasets,L5,WRAPPER,datasets:DatasetValidator.validate_all | datasets:get_dataset_validator,,7,0,2,no,no,no,,datasets.validate_all_datasets → datasets.DatasetValidator.validate_all → datasets.get_dataset_validator
analytics,datasets,validate_dataset,L5,WRAPPER,datasets:DatasetValidator.validate_dataset | datasets:get_dataset_validator,datasets:DatasetValidator.validate_all,5,0,2,no,no,no,,datasets.validate_dataset → datasets.DatasetValidator.validate_dataset → datasets.get_dataset_validator
analytics,detection_facade,AnomalyInfo.to_dict,L5,WRAPPER,,canary:CanaryRunner._save_artifacts | datasets:DatasetValidator.list_datasets | provenance:ProvenanceLogger._write_to_file | provenance_async:query_provenance,0,0,1,no,no,no,,detection_facade.AnomalyInfo.to_dict
analytics,detection_facade,DetectionFacade.__init__,L5,WRAPPER,,coordinator:CoordinationError.__init__ | envelope:EnvelopeValidationError.__init__,0,0,3,no,no,no,,detection_facade.DetectionFacade.__init__
analytics,detection_facade,DetectionFacade._run_cost_detection,L5,SUPERSET,cost_anomaly_detector:run_anomaly_detection_with_governance,detection_facade:DetectionFacade.run_detection,8,2,4,yes,no,yes,cost_anomaly_detector:run_anomaly_detection_with_governance,detection_facade.DetectionFacade._run_cost_detection → cost_anomaly_detector.run_anomaly_detection_with_governance
analytics,detection_facade,DetectionFacade.acknowledge_anomaly,L5,LEAF,,,0,2,5,yes,no,no,,detection_facade.DetectionFacade.acknowledge_anomaly
analytics,detection_facade,DetectionFacade.cost_detector,L5,WRAPPER,,,0,0,1,no,no,yes,,detection_facade.DetectionFacade.cost_detector
analytics,detection_facade,DetectionFacade.get_anomaly,L5,LEAF,,,0,1,3,yes,no,no,,detection_facade.DetectionFacade.get_anomaly
analytics,detection_facade,DetectionFacade.get_detection_status,L5,WRAPPER,,,0,0,3,no,no,no,,detection_facade.DetectionFacade.get_detection_status
